index,index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
831,979,13.0,389.0,87.9,2.7,4.6,"CEREAL, CHOCORROZ (MAIZORO)"
832,980,13.0,371.43,85.71,2.86,2.86,"CEREAL, CHOCOZUCARITAS  (KELLOGG'S)"
833,981,13.0,400.0,86.66,3.33,3.33,"CEREAL, CHOCOZUCARITAS CON MALVAVISCOS (KELLOGG'S)"
834,982,13.0,410.0,75.0,10.0,5.0,"CEREAL, CINI MINIS (NESTLE)"
835,983,13.0,390.67,84.0,4.0,4.67,"CEREAL, COCOA PEBBLES"
836,984,13.0,360.0,83.33,0.0,6.66,"CEREAL, CORN FLAKES  (KELLOGG'S)"
837,985,13.0,399.0,88.8,0.3,7.7,"CEREAL, CORN FLAKES (BAJO EN SODIO)"
838,986,13.0,503.33,99.66,2.0,2.13,"CEREAL, CORN FLAKES (MAIZORO)"
839,987,13.0,360.0,83.33,0.0,6.67,"CEREAL, CORN FLAKES (NESTLE)"
840,988,13.0,366.66,83.33,0.66,6.66,"CEREAL, CORN FLAKES SIN ENRIQUECER (OTRO CEREAL DE CAJA)"
841,989,13.0,373.33,90.0,0.0,3.33,"CEREAL, CORN POPS (KELLOGG'S)"
842,990,13.0,378.0,87.19,0.8,6.59,"CEREAL, CRIPIX (KELLOGG'S)"
843,991,13.0,356.66,76.66,3.66,4.33,"CEREAL, CRUNCHIS (MAIZORO)"
844,992,13.0,450.0,65.0,17.5,7.5,"CEREAL, CRUSLI (KELLOGG'S)"
845,993,13.0,368.0,69.6,4.9,11.4,"CEREAL, CUADRITOS AVENA (QUAKER)"
846,994,13.0,387.77,81.11,4.99,6.66,"CEREAL, EXTRA (KELLOG'S, TODOS SABORES)"
847,995,13.0,400.0,80.0,5.0,6.66,"CEREAL, EXTRA AVENA SABOR FRESA (KELLOGG'S)"
848,996,13.0,410.0,76.67,8.33,6.67,"CEREAL, EXTRA SABOR CHOCOLATE (KELLOGG'S)"
849,997,13.0,207.0,84.3,2.29,6.59,"CEREAL, FIBRA MAX (NESTLE)"
850,998,13.0,345.0,69.2,1.3,14.1,"CEREAL, FIBRA UNO (MAIZORO)"
851,999,13.0,352.22,72.29,3.5,8.26,"CEREAL, FITNESS (NESTLE, TODOS SABORES)"
852,1000,13.0,390.0,83.33,3.33,6.6,"CEREAL, FROOT LOOPS (KELLOGG'S)"
853,1001,13.0,400.0,83.33,3.33,6.67,"CEREAL, FROOT LOOPS POPS (FRUTIBOLITAS) (KELLOGG'S)"
854,1002,13.0,350.0,83.4,1.6,9.2,"CEREAL, FROSTED MINI WHEATS"
855,1003,13.0,389.89,85.19,3.7,3.7,"CEREAL, FRUIT PEBBLES POST"
856,1004,13.0,373.3,84.0,1.9,5.3,CEREAL GOLD NESTLE
857,1005,13.0,374.0,85.1,3.2,5.3,"CEREAL, GOLDEN GRAHAMS (NESTLE)"
858,1006,13.0,380.0,88.5,2.2,5.7,"CEREAL, HONEY SMACKS (KELLOGG'S)"
859,1007,13.0,396.66,81.9,4.09,7.9,"CEREAL, LUCKY CHARMS (NESTLE)"
860,1008,13.0,380.0,78.66,5.0,5.0,"CEREAL, NESQUIK (NESTLE)"
861,1009,13.0,387.09,83.87,3.22,6.45,"CEREAL, NUT & HONEY CRUNCH (KELLOGG'S)"
862,1010,13.0,368.96,83.33,1.0,6.66,"CEREAL, NUTRI FLAKES (QUAKER)"
863,1011,13.0,363.17,73.3,3.33,10.0,"CEREAL, NUTRIDIA (ARROZ, TRIGO, SEMILLAS), (KELLOGGS)"
864,1012,13.0,358.49,84.91,1.89,7.55,"CEREAL, RAISIN BRAN (KELLOGG'S)"
865,1013,13.0,342.33,77.62,1.74,7.32,"CEREAL, RAISIN BRAN (TODAS MARCAS EXCEPTO KELLOGG'S)"
866,1014,13.0,383.33,86.66,1.66,7.0,"CEREAL, RICE KRISPIES (KELLOGG'S)"
867,1015,13.0,346.66,80.0,0.0,6.66,"CEREAL, SPECIAL K (KELLOGG'S)"
868,1016,13.0,363.33,83.33,0.0,6.67,"CEREAL, SPECIAL K COSECHA ROJA (KELLOGG'S)"
869,1017,13.0,375.0,74.8,5.4,13.1,"CEREAL, SPECIAL K GRANOLA BAJA EN GRASA (KELLOGG'S)"
870,1018,13.0,400.0,80.0,5.0,6.66,"CEREAL, SPECIAL K SABOR CHOCOLATE (KELLOGG'S)"
871,1019,13.0,387.1,83.87,3.23,6.45,"CEREAL, SPECIAL K SABOR FRUTA Y YOGURT (KELLOGG'S)"
872,1020,13.0,376.0,79.69,5.0,8.85,"CEREAL, SPEEDY LOOPS (KELLOGG'S)"
873,1021,13.0,380.0,88.5,2.2,5.7,"CEREAL, TRIGO INFLADO AZUCARADO"
874,1022,13.0,384.0,86.19,3.79,4.9,"CEREAL, TRIX (NESTLE)"
875,1023,13.0,373.32,90.0,0.0,3.33,"CEREAL, ZUCARITAS  (KELLOGG'S)"
876,1024,13.0,353.33,83.33,0.33,3.99,"CEREAL, ZUCARITAS CON FRESA (KELLOGG'S)"
877,1025,13.0,366.67,86.67,3.33,3.33,"CEREAL, ZUCARITAS SABOR CHOCOLATE"
878,1026,13.0,369.0,89.2,1.68,3.96,"CEREAL, ZUCOSOS (NESTLE)"
879,1027,13.0,379.34,83.75,3.06,5.86,CEREALES AZUCARADOS (PROMEDIO)
880,1028,13.0,448.75,65.0,17.5,7.5,CRUSLI DE KELLOGG'S
881,1029,13.0,415.29,61.52,15.54,9.89,GRANOLA
882,1030,13.0,469.08,65.26,20.48,6.58,"HOJUELAS DE MAIZ CUBIERTAS DE CHOCOLATE (TIPO KRANKYS), INDUSTRIALIZADAS"
883,1031,13.0,327.0,81.6,2.5,10.2,HOJUELAS DE TRIGO
884,1032,13.0,450.0,68.0,16.0,6.9,KRAVE CHOCOTELLA
885,1033,14.0,418.18,55.75,23.7,3.03,BUÑUELOS INDUSTRIALIZADOS (BIMBUÑUELOS)
886,1034,14.0,433.43,34.42,31.87,3.7,"BUNUELOS, PREPARACION ESTANDARIZADA"
887,1035,14.0,321.0,25.5,22.5,5.5,CHEESECAKE
888,1036,14.0,542.41,32.54,45.65,2.51,"CHURRO RELLENO (CAJETA, CHOCOLATE, MERMELADA), PREPARACION ESTANDARIZADA"
889,1037,14.0,411.8,34.22,30.34,2.12,CHURROS INDUSTRIALIZADOS
890,1038,14.0,390.54,23.45,30.89,5.02,"CHURROS, PREPARACION ESTANDARIZADA"
891,1039,14.0,426.0,50.8,22.9,5.2,DONA GLASEADA
892,1040,14.0,452.0,51.33,25.25,4.93,DONA GLASEADA O CUBIERTA DE CHOCOLATE
893,1041,14.0,361.0,30.0,24.5,6.4,DONA RELLENA DE CREMA
894,1042,14.0,340.0,39.0,18.7,5.9,DONA RELLENA DE MERMELADA
895,1043,14.0,434.0,47.06,24.93,5.31,DONA SENCILLA
896,1044,14.0,397.93,54.29,17.34,5.71,"DONAS, INDUSTRIALIZADAS"
897,1045,14.0,463.56,32.45,35.3,5.04,"DONAS, PREPARACION ESTANDARIZADA"
898,1046,14.0,507.0,67.87,24.2,4.5,GALLETA CUBIERTA DE CHOCOLATE
899,1047,14.0,413.81,76.92,10.1,7.23,"GALLETA DULCE (TIPO MARIA, ANIMALITO)"
900,1048,14.0,444.48,64.85,18.51,4.79,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO MAMUT)
901,1049,14.0,469.84,56.59,26.27,2.51,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO TIN LARIN)
902,1050,14.0,503.37,62.42,30.0,6.36,GALLETA DULCE GRASOSA (CON MANTEQUILLA)
903,1051,14.0,409.72,80.13,2.73,4.76,GALLETA DULCE PARA HELADO (BARQUILLO Y CANASTA)
904,1052,14.0,398.83,71.66,5.33,6.66,"GALLETA DULCE,  CON BOMBON (TIPO ARCOIRIRS)"
905,1053,14.0,447.76,65.67,18.4,4.47,"GALLETA DULCE, BARRITAS (MARINELA)"
906,1054,14.0,490.0,74.0,18.0,6.0,"GALLETA DULCE, CANELITAS (MARINELA)"
907,1055,14.0,466.19,68.1,19.05,6.67,"GALLETA DULCE, PLATIVOLOS O EMPERADOR (GAMESA)"
908,1056,14.0,503.59,64.74,21.58,7.19,"GALLETA DULCE, POLVORONES (MARINELA)"
909,1057,14.0,498.79,64.14,24.94,2.38,"GALLETA DULCE, SUAVICREMAS"
910,1058,14.0,493.91,69.78,23.26,0.0,"GALLETA DULCE, TRIKI TRAKES (MARINELA)"
911,1059,14.0,413.34,55.53,17.38,8.38,GALLETA INTEGRAL
912,1060,14.0,444.19,65.06,20.03,7.6,"GALLETA SALADA GRASOSA (RITZ, CRACKETS, CANAPINAS )"
913,1061,14.0,464.83,63.01,18.37,9.83,GALLETA SALADA RELLENA (CON QUESO O CREMA)
914,1062,14.0,458.97,64.18,10.7,8.89,"GALLETA SALADA, NO GRASOSA (SALADITAS, KRAKER BRAN, PREMIUM, HABANERAS)"
915,1063,14.0,444.0,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE CASERA
916,1064,14.0,462.0,65.38,19.23,3.85,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
917,1065,14.0,44.0,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
918,1066,14.0,447.0,66.4,17.9,6.8,GALLETAS DE AVENA CASERAS
919,1067,14.0,462.0,67.3,19.2,6.5,GALLETAS DE AVENA CON NUECES Y PASAS
920,1068,14.0,450.0,68.7,18.1,6.2,GALLETAS DE AVENA INDUSTRIALIZADAS
921,1069,14.0,348.0,70.9,7.3,3.7,GALLETAS DE HIGO
922,1070,14.0,429.0,82.14,8.93,10.71,GALLETAS DE MIEL
923,1071,14.0,401.0,68.0,13.6,4.1,GALLETAS DE PASAS
924,1072,14.0,363.0,59.7,9.1,10.6,GALLETAS DEDOS DE DAMA
925,1073,14.0,460.0,61.22,22.55,3.02,GALLETAS MACARRONES
926,1074,14.0,254.28,42.85,6.66,5.71,"HOT CAKE, INDUSTRIALIZADO"
927,1075,14.0,201.55,34.78,5.18,4.72,"HOT CAKE, PREPARACION ESTANDARIZADA"
928,1076,14.0,189.48,23.46,7.96,6.23,"HOT CAKES SOLOS, PREPARACION ESTANDARIZADA"
929,1077,14.0,293.0,62.1,1.3,8.1,"PAN BLANCO (BOLILLO, TELERA)"
930,1078,14.0,260.71,50.38,1.66,11.06,PAN BLANCO Y DE CAJA (PROMEDIO)
931,1079,14.0,267.92,50.81,3.6,8.89,"PAN DE CAJA BLANCO (BIMBO, WONDER, ETC.)"
932,1080,14.0,252.97,47.66,3.72,9.6,PAN DE CAJA INTEGRAL
933,1081,14.0,205.75,42.69,1.92,11.37,"PAN DE CAJA LIGHT (BIMBO, WONDER, ETC.)"
934,1082,14.0,250.0,47.5,3.1,8.7,PAN DE CENTENO CON TRIGO (1/3 H. CENT. Y 2/3 H. TRIGO)
935,1083,14.0,410.0,50.8,21.6,3.1,"PAN DULCE DE PANADERIA (EXCEPTO FRITOS COMO DONA, CHURRO)"
936,1084,14.0,381.76,51.58,16.5,6.33,PAN DULCE INDUSTRIALIZADO (EXCEPTO FRITOS COMO DONAS Y CHURROS)
937,1085,14.0,252.97,47.66,3.5,9.6,PAN INTEGRAL DE TRIGO
938,1086,14.0,321.56,74.84,1.07,10.31,PAN MOLIDO
939,1087,14.0,242.0,51.5,0.0,9.0,PAN NEGRO DE CENTENO (SOLO CENTENO)
940,1088,14.0,283.75,53.75,4.0,8.75,PAN PARA HAMBURGUESA
941,1089,14.0,272.96,53.33,4.05,8.71,"PAN PARA HOT DOG, MEDIAS NOCHES (BIMBO)"
942,1090,14.0,386.86,40.35,22.77,5.78,"PAN RELLENO DE QUESO CREMA, INDUSTRIALIZADO"
943,1091,14.0,387.0,73.8,6.5,8.4,PAN TOSTADO
944,1092,14.0,328.23,63.91,4.52,10.5,"PAN TOSTADO INTEGRAL, INDUSTRIALIZADO (DE LINAZA, DOBLE FIBRA)"
945,1093,14.0,344.0,50.2,13.8,4.8,PANQUE DE MANTEQUILLA
946,1094,14.0,386.1,57.11,14.79,6.03,PANQUE ENRIQUECIDO
947,1095,14.0,391.0,56.2,17.91,2.99,PASTEL CON BETUN
948,1096,14.0,258.0,57.8,0.8,5.9,PASTEL DE ANGEL
949,1097,14.0,389.0,52.84,20.05,3.48,PASTEL DE CHOCOLATE CON BETUN DE CHOCOLATE
950,1098,14.0,371.0,53.4,15.1,5.3,PASTEL DE CHOCOLATE SIN BETUN
951,1099,14.0,324.0,61.6,9.1,2.9,PASTEL DE FRUTAS (FRUITCAKE)
952,1100,14.0,361.0,53.0,14.6,5.3,PASTEL DE VAINILLA SIN BETUN
953,1101,14.0,290.0,61.0,2.7,5.4,"PASTEL PROMEDIO, REBANADA (TODOS SABORES: CHOCOLATE, TRES LECHES)"
954,1102,14.0,424.02,59.51,17.98,6.02,PASTELILLO INDUSTRIALIZADO Y DONA PROMEDIO
955,1103,14.0,350.0,57.5,12.5,5.0,"PASTELILLO, CHOCORROLES MARINELA"
956,1104,14.0,400.0,58.0,23.4,4.0,"PASTELILLO, GANSITO MARINELA"
957,1105,14.0,400.0,60.0,15.0,5.0,"PASTELILLO, PINGUINOS MARINELA"
958,1106,14.0,394.73,57.89,14.6,2.63,"PASTELILLO, SUBMARINOS MARINELA"
959,1107,14.0,407.0,59.61,16.69,4.5,"PAY DE NUEZ (REBANADA), INDUSTRIALIZADO"
960,1108,14.0,316.0,42.6,16.1,3.0,"PAY DE PIÑA (REBANADA), INDUSTRIALIZADO"
961,1109,14.0,310.96,33.22,20.39,5.05,"PAY DE QUESO, REBANADA, INDUSTRIALIZADO"
962,1110,14.0,549.0,69.01,28.17,4.23,POLVORONES
963,1126,16.0,34.9,5.0,0.5,2.6,ACEROLA
964,1127,16.0,101.0,25.2,0.6,1.7,ANONA
965,1128,16.0,47.0,10.9,0.2,0.42,ARANDANOS FRESCOS
966,1129,16.0,42.0,9.8,0.2,1.6,BREVA
967,1130,16.0,57.0,9.9,1.6,0.8,CAIMITO BLANCO
968,1131,16.0,58.0,11.5,0.9,2.9,CAIMITO MORADO
969,1132,16.0,66.0,11.5,0.9,2.9,CALABAZA MELON
970,1133,16.0,75.0,17.2,0.5,0.5,CAÑA DE AZUCAR
971,1134,16.0,73.0,16.8,0.0,1.5,CAPULIN
972,1135,16.0,31.0,6.73,0.33,1.04,CARAMBOLO
973,1136,16.0,50.0,12.18,0.3,1.0,CEREZA (ROJA)
974,1137,16.0,48.0,11.12,0.39,1.4,CHABACANO
975,1138,16.0,85.0,18.0,1.1,0.7,CHICOZAPOTE
976,1139,16.0,82.98,17.7,0.62,1.65,CHIRIMOYA
977,1140,16.0,72.5,16.7,0.1,1.2,CIRICOTE
978,1141,16.0,79.0,19.14,0.4,2.12,CIRUELA AMARILLA (CIRUELA JOBO O JUNDURA)
979,1142,16.0,138.0,32.9,0.2,1.1,"CIRUELA PASA EN PURE, INDUSTRIALIZADA"
980,1143,16.0,339.0,89.07,0.73,3.7,CIRUELA PASA ENTERA
981,1144,16.0,46.0,11.42,0.28,0.7,CIRUELA ROJA
982,1145,16.0,354.0,15.23,33.49,3.33,COCO (PULPA O COPRA)
983,1146,16.0,660.0,23.65,64.53,6.88,"COCO RALLADO, SECO"
984,1147,16.0,192.9,22.3,8.9,5.9,COCOYOL
985,1148,16.0,53.0,13.53,0.26,0.7,COCTEL DE FRUTAS
986,1149,16.0,79.68,19.3,0.1,0.41,"COCTEL DE FRUTAS EN ALMIBAR, INDUSTRIALIZADO"
987,1150,16.0,79.0,19.1,0.1,0.3,"COCTEL DE FRUTAS, INDUSTRIALIZADO"
988,1151,16.0,282.0,75.03,0.39,2.45,DATIL SECO SIN SEMILLA
989,1152,16.0,39.0,9.54,0.25,0.91,DURAZNO AMARILLO
990,1153,16.0,63.0,14.0,0.2,1.2,DURAZNO BLANCO
991,1154,16.0,74.25,17.72,0.06,0.63,"DURAZNO EN ALMIBAR (SIN SEMILLA), INDUSTRIALIZADO"
992,1155,16.0,35.6,8.0,0.0,0.9,FRAMBUESA
993,1156,16.0,32.0,7.68,0.3,0.67,FRESA
994,1157,16.0,99.0,23.5,0.3,0.6,"FRESAS EN ALMIBAR, INDUSTRIALIZADAS"
995,1158,16.0,342.58,80.54,0.2,3.16,FRUTAS SECAS O DESHIDRATADAS
996,1159,16.0,103.0,27.12,0.23,1.07,FRUTO DEL PAN
997,1160,16.0,82.6,16.3,1.0,2.1,GARAMBULLO
998,1161,16.0,104.3,22.3,0.7,2.2,GRANADA CHINA
999,1162,16.0,83.0,18.7,1.17,1.67,GRANADA ROJA
1000,1163,16.0,66.0,16.84,0.3,1.0,GUANABANA CIMARRONA
1001,1164,16.0,55.0,11.8,0.1,1.8,GUAYA (PROMEDIO)
1002,1165,16.0,65.0,12.9,1.0,1.1,GUAYABA AMARILLA (BLANCA)
1003,1166,16.0,66.5,13.61,0.98,1.83,GUAYABA PROMEDIO
1004,1167,16.0,68.0,14.32,0.95,2.55,GUAYABA ROSA (MANZANA)
1005,1168,16.0,333.0,53.33,20.0,13.33,HARINA DE COCO
1006,1169,16.0,76.5,17.5,0.3,0.95,HIGO
1007,1170,16.0,96.0,22.9,0.2,0.6,"HIGO EN ALMIBAR, INDUSTRIALIZADO"
1008,1171,16.0,38.0,8.82,0.09,0.72,JICAMA
1009,1172,16.0,164.0,27.0,0.9,11.9,JINICUIL CRUDO (SEMILLAS)
1010,1173,16.0,57.2,10.7,0.8,1.8,JIOTILLA
1011,1174,16.0,61.0,14.66,0.52,1.14,KIWI
1012,1175,16.0,30.0,10.54,0.2,0.7,LIMA
1013,1176,16.0,30.0,10.54,0.2,0.7,LIMON AGRIO
1014,1177,16.0,35.7,7.9,0.1,0.8,LIMON REAL
1015,1178,16.0,66.0,16.53,0.44,0.83,LITCHI
1016,1179,16.0,51.0,12.5,0.5,0.5,MAMEY
1017,1180,16.0,53.0,13.34,0.31,0.81,MANDARINA COMUN
1018,1181,16.0,53.0,13.34,0.31,0.81,MANDARINA REYNA O CHINA
1019,1182,16.0,60.0,14.98,0.38,0.82,MANGO (PROMEDIO)
1020,1183,16.0,44.06,9.0,0.54,0.8,MANGO CRIOLLO
1021,1184,16.0,147.4,37.2,0.2,0.2,"MANGO EN ALMIBAR, INDUSTRIALIZADO"
1022,1185,16.0,48.0,11.1,0.0,0.8,MANGO MANILA
1023,1186,16.0,60.0,14.98,0.38,0.82,MANGO PETACON
1024,1187,16.0,59.0,14.06,0.2,0.27,"MANZANA (TIPO GOLDEN DELICIOUS, RED DELICIOUS, GALA)"
1025,1188,16.0,52.0,13.81,0.17,0.26,MANZANA CRIOLLA (ROJA O AMARILLA)
1026,1189,16.0,182.0,45.0,0.1,0.2,"MANZANA EN ALMIBAR, INDUSTRIALIZADA"
1027,1190,16.0,52.0,13.81,0.17,0.26,MANZANA RED DELICIOUS
1028,1191,16.0,97.0,23.38,0.7,2.2,MARACUYA
1029,1192,16.0,46.0,11.6,0.2,0.8,MARAÑON FRESCO
1030,1193,16.0,39.0,9.54,0.25,0.91,MELOCOTON (PRISCO)
1031,1194,16.0,28.5,6.3,0.1,0.6,MELON CHINO (CANTALUPO)
1032,1195,16.0,32.25,7.7,0.12,0.57,MELON PROMEDIO
1033,1196,16.0,36.0,9.09,0.14,0.54,MELON VALENCIANO
1034,1197,16.0,27.7,6.3,0.1,0.4,MEMBRILLO
1035,1198,16.0,46.0,6.4,1.3,2.1,NANCHE
1036,1199,16.0,62.0,11.4,1.3,1.1,NANCHE AGRIO
1037,1200,16.0,65.0,13.4,0.6,1.5,NARANJA AGRIA
1038,1201,16.0,49.0,11.89,0.3,1.04,NARANJA CAJERA
1039,1202,16.0,71.0,15.9,0.86,1.88,NARANJA CHINA
1040,1203,16.0,47.0,11.75,0.12,0.94,NARANJA PROMEDIO
1041,1204,16.0,49.32,10.55,0.32,1.06,NECTARINA
1042,1205,16.0,47.0,12.14,0.2,0.43,NISPERO
1043,1206,16.0,73.29,15.13,1.52,1.29,OTRA FRUTA (PROMEDIO)
1044,1207,16.0,42.58,9.81,0.1,0.61,PAPAYA
1045,1208,16.0,301.0,80.02,0.2,3.28,PASAS GOLDEN
1046,1209,16.0,67.0,16.1,0.09,0.36,"PERA CRIOLLA, DURA"
1047,1210,16.0,63.0,15.01,0.16,0.39,PERA MANTEQUILLA
1048,1211,16.0,60.27,12.87,0.0,0.2,"PERAS EN ALMIBAR, INDUSTRIALIZADAS"
1049,1212,16.0,65.2,15.0,0.4,0.4,PERON
1050,1213,16.0,70.0,18.59,0.19,0.58,PERSIMON
1051,1214,16.0,50.0,13.12,0.12,0.54,PIÑA
1052,1215,16.0,75.13,18.5,0.07,0.19,"PIÑA EN ALMIBAR, INDUSTRIALIZADA"
1053,1216,16.0,53.0,10.4,0.6,1.6,PITAHAYA
1054,1217,16.0,89.0,22.84,0.33,1.09,PLATANO (PROMEDIO)
1055,1218,16.0,89.0,22.84,0.33,1.09,PLATANO DOMINICO
1056,1219,16.0,122.0,31.89,0.37,1.3,PLATANO MACHO
1057,1220,16.0,89.0,22.84,0.33,1.09,PLATANO MANZANO
1058,1221,16.0,92.6,20.8,0.2,1.9,PLATANO MORADO
1059,1222,16.0,89.0,22.84,0.33,1.09,PLATANO TABASCO
1060,1223,16.0,69.8,16.4,0.2,0.6,POMAROSA
1061,1224,16.0,38.0,9.62,0.04,0.76,POMELO
1062,1225,16.0,84.27,21.04,0.35,0.11,"PURE DE MANZANA,  INDUSTRIALIZADO"
1063,1226,16.0,30.0,7.55,0.15,0.61,SANDIA (OVALADA)
1064,1227,16.0,30.0,7.55,0.15,0.61,"SANDIA CRIOLLA (REDONDA, RAYADA)"
1065,1228,16.0,76.3,16.3,0.3,2.1,SARAMUYO
1066,1229,16.0,239.0,62.5,0.6,2.8,TAMARINDO
1067,1230,16.0,97.0,22.0,0.6,0.8,TEJOCOTE
1068,1231,16.0,32.0,8.08,0.1,0.63,TORONJA
1069,1232,16.0,34.8,8.1,0.0,0.6,TUNA CARDONA
1070,1233,16.0,41.0,9.57,0.51,0.73,TUNA CON SEMILLA (PROMEDIO)
1071,1234,16.0,69.0,18.1,0.16,0.72,UVA (TODOS TIPOS)
1072,1235,16.0,67.0,17.15,0.35,0.63,UVA BLANCA
1073,1236,16.0,57.0,13.93,0.47,0.81,UVA NEGRA
1074,1237,16.0,28.1,6.6,0.1,0.2,XOCOYOL
1075,1238,16.0,89.3,20.0,0.5,1.2,ZAPOTE AMARILLO
1076,1239,16.0,77.02,15.98,0.7,1.7,ZAPOTE BLANCO
1077,1240,16.0,157.2,36.2,0.8,1.3,ZAPOTE BORRACHO
1078,1241,16.0,62.1,14.5,0.1,0.8,ZAPOTE NEGRO
1079,1242,16.0,43.0,9.61,0.49,1.39,ZARZAMORA
1080,1243,17.0,19.0,3.74,0.2,1.8,ACELGA
1081,1244,17.0,20.0,4.13,0.08,1.88,ACELGA COCIDA
1082,1245,17.0,160.0,8.53,14.66,2.0,AGUACATE (PROMEDIO)
1083,1246,17.0,135.0,3.7,12.7,1.4,AGUACATE DE PELLEJO
1084,1247,17.0,167.0,8.64,15.41,1.96,"AGUACATE HASS (CALIFORNIA, NEGRO)"
1085,1248,17.0,120.0,7.82,10.06,2.23,AGUACATE VERDE O FLORIDA
1086,1249,17.0,149.0,33.06,0.5,6.36,AJO
1087,1250,17.0,47.0,10.51,0.15,3.27,ALCACHOFA
1088,1251,17.0,23.0,2.1,0.69,3.99,ALFALFA
1089,1252,17.0,298.0,52.39,4.01,31.84,ALGA NORI
1090,1253,17.0,16.0,2.97,0.17,0.69,APIO
1091,1254,17.0,25.0,5.88,0.18,0.98,BERENJENA
1092,1255,17.0,37.0,2.34,1.38,3.78,BERRO
1093,1256,17.0,43.0,9.56,0.17,1.61,BETABEL
1094,1257,17.0,44.0,9.96,0.18,1.68,BETABEL COCIDO
1095,1258,17.0,23.0,4.02,0.33,2.46,BLEDOS
1096,1259,17.0,34.0,6.64,0.37,2.82,BROCOLI
1097,1260,17.0,35.0,7.18,0.41,2.38,BROCOLI COCIDO
1098,1261,17.0,17.0,3.11,0.32,1.21,CALABACITA ITALIANA
1099,1262,17.0,40.0,8.7,0.5,2.0,CALABAZA AMARILLA
1100,1263,17.0,18.0,3.84,0.2,1.2,CALABAZA CRIOLLA (VERDE)
1101,1264,17.0,26.0,6.5,0.1,1.0,CALABAZA DE CASTILLA (MADURA)
1102,1265,17.0,40.0,9.34,0.1,1.1,CEBOLLA BLANCA
1103,1266,17.0,32.0,7.34,0.19,1.83,CEBOLLA CAMBRAY
1104,1267,17.0,34.33,7.15,0.17,1.05,"CEBOLLA CAMBRAY EN VINAGRE, INDUSTRIALIZADA"
1105,1268,17.0,44.0,10.15,0.19,1.36,CEBOLLA COCIDA
1106,1269,17.0,35.0,7.7,0.1,0.8,CEBOLLA MORADA
1107,1270,17.0,30.0,4.35,0.73,3.27,CEBOLLIN
1108,1271,17.0,28.0,5.29,0.47,2.17,CHAMPIÑONES COCIDOS
1109,1272,17.0,47.0,4.0,3.0,2.0,"CHAMPIÑONES EN VINAGRE, INDUSTRIALIZADOS"
1110,1273,17.0,38.0,4.58,0.11,4.69,CHAMPIÑONES NATURALES
1111,1274,17.0,21.5,4.8,0.3,0.72,CHAYOTE (PROMEDIO)
1112,1275,17.0,24.0,5.09,0.48,0.62,CHAYOTE COCIDO
1113,1276,17.0,32.0,6.3,0.3,1.0,CHAYOTE CON ESPINAS
1114,1277,17.0,19.0,4.51,0.13,0.82,CHAYOTE SIN ESPINAS
1115,1278,17.0,63.0,7.5,0.6,6.9,CHEPIL (CHIPILIN)
1116,1279,17.0,81.0,14.45,0.4,5.42,CHICHARO
1117,1280,17.0,84.0,15.63,0.22,5.36,CHICHARO COCIDO
1118,1281,17.0,112.04,14.04,0.84,7.42,"CHICHARO, INDUSTRIALIZADO"
1119,1282,17.0,16.0,2.38,0.2,1.2,CHILACAYOTE TIERNO
1120,1283,17.0,335.0,50.32,9.75,11.5,CHILE ANCHO SECO
1121,1284,17.0,255.0,33.98,6.42,15.4,CHILE CASCABEL SECO
1122,1285,17.0,38.0,7.35,0.27,1.5,CHILE CHILACA
1123,1286,17.0,56.0,3.5,4.0,1.4,"CHILE CHIPOTLE ADOBADO, INDUSTRIALIZADO"
1124,1287,17.0,258.0,46.7,6.3,14.15,CHILE CHIPOTLE SECO
1125,1288,17.0,318.0,56.6,17.3,12.0,CHILE CRIOLLO Y CHILE DULCE
1126,1289,17.0,38.0,6.3,0.7,1.7,CHILE CRISTALINO
1127,1290,17.0,288.54,48.1,4.9,12.19,CHILE DE ARBOL SECO
1128,1291,17.0,61.5,10.49,2.05,2.57,CHILE FRESCO (PROMEDIO)
1129,1292,17.0,275.0,36.9,8.6,12.6,CHILE GUAJILLO
1130,1293,17.0,37.0,5.3,0.8,2.2,CHILE HABANERO
1131,1294,17.0,26.0,5.33,0.13,1.0,CHILE JALAPENO
1132,1295,17.0,26.62,4.66,0.66,0.51,"CHILE JALAPEÑO EN ESCABECHE (ENTERO), INDUSTRIALIZADO"
1133,1296,17.0,17.98,3.86,0.42,0.42,"CHILE JALAPEÑO EN ESCABECHE (RAJAS), INDUSTRIALIZADO"
1134,1297,17.0,23.0,2.56,0.21,2.68,CHILE LARGO
1135,1298,17.0,33.0,5.0,1.0,1.0,"CHILE LARGO  EN ESCABECHE, INDUSTRIALIZADO"
1136,1299,17.0,37.0,5.3,0.8,2.2,CHILE MANZANO
1137,1300,17.0,311.0,53.49,5.4,12.2,CHILE MORITA SECO
1138,1301,17.0,388.0,52.32,15.2,10.4,CHILE MULATO SECO
1139,1302,17.0,371.0,35.32,19.0,14.6,CHILE PASILLA SECO
